STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WDF5,WDFG,WDFM,WESD,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT13,WT14,WT16,WT18,WT19
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/02/2020,,2.24,,,0,,,,,80,58,,,130,170,,,,8.1,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/02/2020,,2.24,,,0.04,,,,,66,59,,,260,140,,,,10.1,18.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/02/2020,,1.12,,,0,,,,,68,53,,,260,270,,,,8.1,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/02/2020,,0.67,,,0,,,,,71,52,,,270,260,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/02/2020,,0.67,,,0,,,,,83,52,,,270,260,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/02/2020,,0.89,,,0,,,,,81,53,,,260,260,,,,8.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/02/2020,,1.57,,,0,,,,,86,57,,,270,260,,,,6.9,11,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/02/2020,,2.46,,,0,,,,,88,64,,,270,260,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/02/2020,,2.68,,,0,,,,,73,60,,,280,260,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/03/2020,,2.68,,,0.01,,,,,63,54,,,260,250,,,,12.1,19.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/03/2020,,2.91,,,0,,,,,74,50,,,10,30,,,,12.1,19.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/03/2020,,1.12,,,0,,,,,82,56,,,260,270,,,,6.9,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/03/2020,,1.34,,,0,,,,,75,58,,,260,270,,,,8.9,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/03/2020,,1.34,,,0,,,,,75,58,,,270,280,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/03/2020,,1.57,,,0,,,,,72,57,,,260,260,,,,8.9,15,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/03/2020,,1.57,,,0,,,,,67,57,,,260,260,,,,12.1,19,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/03/2020,,1.79,,,0,,,,,67,52,,,270,260,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/03/2020,,2.46,,,0.04,,,,,75,53,,,160,160,,,,12.1,21.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/03/2020,,4.92,,,0.25,,,,,67,59,,,80,80,,,,15,21.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/03/2020,,2.24,,,0,,,,,73,60,,,270,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/03/2020,,1.34,,,1.3,,,,,64,56,,,350,350,,,,10.1,17,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/03/2020,,0.89,,,0.5,,,,,60,55,,,100,90,,,,6.9,8.9,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/03/2020,,1.12,,,0.26,,,,,61,57,,,270,260,,,,6.9,10.1,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/03/2020,,2.24,,,0.05,,,,,65,54,,,270,260,,,,10.1,16.1,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/03/2020,,2.91,,,0.38,,,,,65,52,,,140,140,,,,13,23,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/03/2020,,1.57,,,0,,,,,63,47,,,270,270,,,,10.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/03/2020,,2.01,,,0,,,,,65,48,,,260,270,,,,10.1,19.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/03/2020,,2.46,,,0,,,,,64,51,,,270,280,,,,10.1,19,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/03/2020,,2.91,,,0,,,,,66,54,,,100,110,,,,8.1,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/03/2020,,1.79,,,0.01,,,,,69,55,,,270,260,,,,10.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/03/2020,,1.57,,,1.51,,,,,74,53,,,100,90,,,,12.1,16.1,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/03/2020,,2.24,,,0.03,,,,,67,55,,,260,260,,,,12.1,17,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/03/2020,,2.68,,,0,,,,,66,52,,,260,280,,,,10.1,18.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/03/2020,,2.68,,,0,,,,,66,54,,,270,250,,,,12.1,19,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/03/2020,,3.58,,,0,,,,,64,49,,,270,270,,,,16.1,25.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/03/2020,,2.91,,,0,,,,,67,50,,,260,280,,,,12.1,19.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/03/2020,,2.68,,,0,,,,,68,54,,,260,280,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/03/2020,,3.36,,,0,,,,,69,54,,,270,260,,,,13,21,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/03/2020,,2.01,,,0,,,,,75,54,,,260,260,,,,10.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/03/2020,,1.57,,,0,,,,,78,56,,,270,280,,,,8.9,13,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/04/2020,,1.79,,,0,,,,,75,60,,,270,280,,,,12.1,18.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/04/2020,,2.01,,,0,,,,,72,60,,,260,270,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/04/2020,,1.79,,,0,,,,,71,57,,,270,270,,,,12.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/04/2020,,2.68,,,0,,,,,70,57,,,260,260,,,,10.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/04/2020,,1.57,,,0.12,,,,,65,57,,,140,130,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/04/2020,,2.01,,,1.1,,,,,64,56,,,250,170,,,,8.1,14.1,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/04/2020,,2.01,,,0.82,,,,,67,53,,,270,270,,,,8.9,15,,,1,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/04/2020,,2.91,,,0.01,,,,,64,52,,,260,260,,,,10.1,19,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/04/2020,,5.82,,,0.75,,,,,57,52,,,80,90,,,,10.1,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/04/2020,,3.13,,,0.16,,,,,67,51,,,90,100,,,,12.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/04/2020,,2.24,,,0,,,,,73,53,,,260,260,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/04/2020,,0.89,,,0.06,,,,,63,58,,,270,,,,,4.9,,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/04/2020,,2.01,,,0,,,,,67,56,,,270,270,,,,10.1,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/04/2020,,1.57,,,0,,,,,74,53,,,270,270,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/04/2020,,1.79,,,0,,,,,83,56,,,270,260,,,,12.1,18.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/04/2020,,1.57,,,0,,,,,78,58,,,260,270,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/04/2020,,1.79,,,0,,,,,71,59,,,270,260,,,,10.1,18.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/04/2020,,2.01,,,0,,,,,69,60,,,260,270,,,,12.1,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/04/2020,,2.24,,,0,,,,,70,59,,,270,270,,,,12.1,19.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/04/2020,,2.24,,,0,,,,,69,59,,,270,260,,,,12.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/04/2020,,1.79,,,0,,,,,74,58,,,270,270,,,,10.1,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/04/2020,,2.46,,,0,,,,,82,58,,,270,260,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/04/2020,,2.01,,,0,,,,,92,65,,,130,280,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/04/2020,,1.57,,,0,,,,,93,66,,,100,340,,,,8.9,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/04/2020,,1.34,,,0,,,,,93,69,,,260,260,,,,8.1,12.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/04/2020,,1.57,,,0,,,,,88,64,,,270,260,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/04/2020,,1.34,,,0,,,,,81,63,,,280,270,,,,8.1,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/04/2020,,1.12,,,0,,,,,85,64,,,280,260,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/04/2020,,1.57,,,0,,,,,79,64,,,270,260,,,,10.1,18.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/04/2020,,1.57,,,0,,,,,76,64,,,270,270,,,,10.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/05/2020,,1.34,,,0,,,,,79,62,,,260,260,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/05/2020,,2.24,,,0,,,,,79,63,,,270,270,,,,12.1,19,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/05/2020,,1.34,,,0,,,,,77,61,,,270,260,,,,8.9,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/05/2020,,1.79,,,0,,,,,83,60,,,260,270,,,,8.9,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/05/2020,,2.01,,,0,,,,,89,64,,,260,260,,,,8.9,13,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/05/2020,,1.57,,,0,,,,,92,65,,,260,280,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/05/2020,,1.57,,,0,,,,,95,68,,,260,270,,,,10.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/05/2020,,0.89,,,0,,,,,89,65,,,260,270,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/05/2020,,2.01,,,0,,,,,79,64,,,260,270,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/05/2020,,2.01,,,0,,,,,76,63,,,270,270,,,,10.1,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/05/2020,,2.68,,,0,,,,,75,61,,,270,,,,,8.1,,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/05/2020,,2.24,,,0,,,,,73,60,,,260,270,,,,12.1,19,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/05/2020,,2.01,,,0,,,,,75,59,,,260,270,,,,12.1,18.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/05/2020,,3.58,,,0,,,,,77,62,,,260,270,,,,13,19.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/05/2020,,2.01,,,0,,,,,80,65,,,260,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/05/2020,,2.01,,,0,,,,,82,62,,,260,260,,,,10.1,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/05/2020,,2.24,,,0,,,,,83,65,,,260,270,,,,12.1,18.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/05/2020,,3.13,,,0.14,,,,,75,61,,,270,270,,,,13,19.9,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/05/2020,,3.36,,,0,,,,,73,57,,,260,260,,,,15,23,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/05/2020,,2.91,,,0,,,,,77,61,,,260,270,,,,12.1,19,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/05/2020,,2.01,,,0,,,,,80,59,,,260,260,,,,10.1,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/05/2020,,2.91,,,0,,,,,79,62,,,260,270,,,,12.1,19,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/05/2020,,3.13,,,0,,,,,75,61,,,260,260,,,,10.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/05/2020,,1.57,,,0,,,,,79,58,,,260,260,,,,10.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/05/2020,,1.34,,,0,,,,,77,59,,,260,260,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/05/2020,,1.57,,,0,,,,,82,60,,,260,270,,,,10.1,15,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/05/2020,,1.34,,,0,,,,,81,60,,,270,260,,,,10.1,16.1,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/05/2020,,2.01,,,0,,,,,75,62,,,270,270,,,,10.1,18.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/05/2020,,1.34,,,0,,,,,73,63,,,260,280,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/05/2020,,3.13,,,0,,,,,75,61,,,260,280,,,,13,21.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,31/05/2020,,1.79,,,0,,,,,75,59,,,270,260,,,,12.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/06/2020,,1.57,,,0,,,,,81,61,,,260,260,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/06/2020,,1.12,,,0,,,,,83,62,,,260,260,,,,8.1,11,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/06/2020,,1.57,,,0,,,,,91,64,,,270,270,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/06/2020,,1.34,,,0,,,,,79,64,,,150,170,,,,6.9,11,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/06/2020,,1.79,,,0,,,,,73,64,,,260,270,,,,10.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,06/06/2020,,2.46,,,0,,,,,74,62,,,260,270,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,07/06/2020,,3.8,,,0,,,,,77,62,,,350,360,,,,13,21.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,08/06/2020,,2.46,,,0,,,,,88,65,,,360,360,,,,14.1,25.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,09/06/2020,,1.79,,,0,,,,,98,66,,,260,270,,,,14.1,21.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,10/06/2020,,2.46,,,0,,,,,98,67,,,260,260,,,,12.1,19,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,11/06/2020,,2.01,,,0,,,,,91,63,,,270,270,,,,10.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,12/06/2020,,1.79,,,0,,,,,79,62,,,270,270,,,,10.1,19.9,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,13/06/2020,,2.91,,,0,,,,,77,62,,,260,260,,,,13,23,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,14/06/2020,,3.36,,,0,,,,,80,61,,,260,260,,,,10.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,15/06/2020,,1.57,,,0,,,,,80,62,,,260,270,,,,10.1,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,16/06/2020,,2.46,,,0,,,,,76,64,,,260,270,,,,8.9,15,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,17/06/2020,,2.01,,,0,,,,,75,64,,,270,260,,,,8.9,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,18/06/2020,,2.01,,,0,,,,,73,63,,,270,270,,,,10.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,19/06/2020,,2.01,,,0,,,,,76,63,,,270,260,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,20/06/2020,,2.24,,,0,,,,,72,64,,,270,260,,,,10.1,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,21/06/2020,,2.24,,,0,,,,,76,64,,,260,280,,,,8.9,17,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,22/06/2020,,2.24,,,0,,,,,80,64,,,270,280,,,,10.1,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,23/06/2020,,1.34,,,0,,,,,78,63,,,260,270,,,,8.9,15,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,24/06/2020,,2.24,,,0,,,,,79,62,,,260,260,,,,8.9,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,25/06/2020,,1.79,,,0,,,,,78,64,,,270,270,,,,8.9,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,26/06/2020,,2.24,,,0,,,,,76,62,,,270,260,,,,8.9,15,,,1,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,27/06/2020,,2.24,,,0,,,,,77,62,,,260,260,,,,8.9,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,28/06/2020,,2.46,,,0,,,,,72,64,,,260,270,,,,6.9,12.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,29/06/2020,,2.46,,,0,,,,,74,63,,,270,280,,,,8.9,17,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,30/06/2020,,1.57,,,0,,,,,75,61,,,260,270,,,,8.9,16.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,01/07/2020,,1.57,,,0,,,,,76,63,,,250,270,,,,8.1,14.1,,,,,,,,,,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,02/07/2020,,2.68,,,0,,,,,79,64,,,260,280,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,03/07/2020,,1.79,,,0,,,,,81,61,,,270,260,,,,8.1,14.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,04/07/2020,,2.24,,,0,,,,,85,64,,,260,270,,,,10.1,16.1,,,,,,,,,1,,,,,,
USW00093134,"LOS ANGELES DOWNTOWN USC, CA US",34.0236,-118.2911,54.6,05/07/2020,,1.79,,,0,,,,,91,64,,,270,270,,,,10.1,14.1,,,,,,,,,1,,,,,,
